sample,true_pitch,true_note,pred_pitch,pred_note,Match
keyboard_acoustic_012-054-075,54,F#3,116.92050166297433,A#2,False
keyboard_acoustic_001-050-100,50,D3,207.98293497747235,G#3,False
keyboard_acoustic_016-052-100,52,E3,164.71209182941487,E3,True
keyboard_acoustic_007-056-127,56,G#3,116.80005399236487,A#2,False
keyboard_acoustic_005-044-100,44,G#2,131.31743162596456,C3,False
keyboard_acoustic_018-054-127,54,F#3,165.59185223503655,E3,False
keyboard_acoustic_006-056-075,56,G#3,500.0,B4,False
keyboard_acoustic_009-054-075,54,F#3,92.29710105511961,F#2,False
keyboard_acoustic_002-052-127,52,E3,103.73246484871251,G#2,False
keyboard_acoustic_017-044-075,44,G#2,185.1731063824056,F#3,False
keyboard_acoustic_009-046-075,46,A#2,81.94206327564578,E2,False
keyboard_acoustic_009-052-127,52,E3,131.01504058328342,C3,False
keyboard_acoustic_003-054-127,54,F#3,103.9151070309072,G#2,False
keyboard_acoustic_016-044-100,44,G#2,185.06958057212418,F#3,False
keyboard_acoustic_008-044-050,44,G#2,207.88248561772008,G#3,False
keyboard_acoustic_003-052-025,52,E3,165.52645923116938,E3,True
keyboard_acoustic_019-044-127,44,G#2,147.07653635060092,D3,False
keyboard_acoustic_015-054-100,54,F#3,116.6230657707896,A#2,False
keyboard_acoustic_017-056-050,56,G#3,131.12531335971622,C3,False
keyboard_acoustic_003-048-050,48,C3,150.83560276367132,D3,False
keyboard_acoustic_005-044-025,44,G#2,165.396884239987,E3,False
keyboard_acoustic_010-052-100,52,E3,92.29710105511961,F#2,False
keyboard_acoustic_002-056-127,56,G#3,147.20325601281695,D3,False
keyboard_acoustic_011-054-100,54,F#3,131.50314682998143,C3,False
keyboard_acoustic_019-056-050,56,G#3,146.62902888222203,D3,False
keyboard_acoustic_016-048-100,48,C3,500.0,B4,False
keyboard_acoustic_009-048-050,48,C3,116.80396337167605,A#2,False
keyboard_acoustic_018-048-127,48,C3,104.03064702387701,G#2,False
keyboard_acoustic_016-054-127,54,F#3,131.1974150472185,C3,False
keyboard_acoustic_013-056-075,56,G#3,165.14293928685845,E3,False
keyboard_acoustic_010-052-075,52,E3,146.88496354012682,D3,False
keyboard_acoustic_007-046-050,46,A#2,185.39124090678496,F#3,False
keyboard_acoustic_007-046-025,46,A#2,185.09921228689592,F#3,False
keyboard_acoustic_012-052-025,52,E3,103.74253551395078,G#2,False
keyboard_acoustic_016-050-075,50,D3,51.974566224506916,G#1,False
keyboard_acoustic_005-050-025,50,D3,164.88932422626874,E3,False
keyboard_acoustic_017-056-075,56,G#3,116.29407844107884,A#2,False
keyboard_acoustic_009-044-100,44,G#2,164.8108534647218,E3,False
keyboard_acoustic_001-054-127,54,F#3,191.47546778586218,G3,False
keyboard_acoustic_006-048-050,48,C3,185.26263020575362,F#3,False
keyboard_acoustic_013-050-025,50,D3,153.2756826686456,D#3,False
keyboard_acoustic_013-046-050,46,A#2,104.1544536842149,G#2,False
keyboard_acoustic_012-056-127,56,G#3,65.28569132898548,C2,False
keyboard_acoustic_010-050-050,50,D3,116.27237750831976,A#2,False
keyboard_acoustic_007-054-075,54,F#3,165.35324070832183,E3,False
keyboard_acoustic_010-046-025,46,A#2,207.90336907798047,G#3,False
keyboard_acoustic_009-056-075,56,G#3,146.6148466844631,D3,False
keyboard_acoustic_013-046-075,46,A#2,293.64669319807274,D4,False
keyboard_acoustic_001-054-050,54,F#3,146.68847436801337,D3,False
keyboard_acoustic_002-056-050,56,G#3,207.37204619692824,G#3,True
keyboard_acoustic_013-048-025,48,C3,116.3421657135143,A#2,False
keyboard_acoustic_013-050-075,50,D3,130.64069629046452,C3,False
keyboard_acoustic_017-054-100,54,F#3,165.21789148502927,E3,False
keyboard_acoustic_002-048-025,48,C3,185.19640071989113,F#3,False
keyboard_acoustic_009-050-075,50,D3,131.14439468365188,C3,False
keyboard_acoustic_003-050-075,50,D3,103.99068682219766,G#2,False
keyboard_acoustic_001-048-075,48,C3,165.4378728146192,E3,False
keyboard_acoustic_014-056-127,56,G#3,185.28046730132587,F#3,False
keyboard_acoustic_003-046-075,46,A#2,104.06445610226814,G#2,False
keyboard_acoustic_000-052-075,52,E3,130.94138981956428,C3,False
keyboard_acoustic_014-046-075,46,A#2,164.77994603651757,E3,False
keyboard_acoustic_016-044-025,44,G#2,207.8488817549922,G#3,False
keyboard_acoustic_003-044-075,44,G#2,185.17927919016412,F#3,False
keyboard_acoustic_001-054-075,54,F#3,146.75813512755366,D3,False
keyboard_acoustic_011-056-025,56,G#3,116.16745575484107,A#2,False
keyboard_acoustic_011-050-127,50,D3,131.18481055100256,C3,False
keyboard_acoustic_006-054-127,54,F#3,104.05561478704578,G#2,False
keyboard_acoustic_001-048-050,48,C3,116.81274241497422,A#2,False
keyboard_acoustic_012-050-050,50,D3,147.4203253142135,D3,True
keyboard_acoustic_019-048-050,48,C3,164.87767222506972,E3,False
keyboard_acoustic_012-054-127,54,F#3,208.1885415679931,G#3,False
keyboard_acoustic_010-048-075,48,C3,164.6309293509142,E3,False
keyboard_acoustic_005-054-075,54,F#3,184.79967682881323,F#3,True
keyboard_acoustic_006-048-100,48,C3,103.59054225036226,G#2,False
keyboard_acoustic_005-056-025,56,G#3,130.69904149476315,C3,False
keyboard_acoustic_008-048-025,48,C3,185.463632900215,F#3,False
keyboard_acoustic_006-048-127,48,C3,103.84893402733505,G#2,False
keyboard_acoustic_002-052-075,52,E3,103.93618456197183,G#2,False
keyboard_acoustic_010-046-127,46,A#2,131.06197894541742,C3,False
keyboard_acoustic_019-054-075,54,F#3,146.18308906331532,D3,False
keyboard_acoustic_005-046-100,46,A#2,185.22149025282067,F#3,False
keyboard_acoustic_002-056-075,56,G#3,164.80440586028357,E3,False
keyboard_acoustic_016-050-050,50,D3,146.88275912491383,D3,True
keyboard_acoustic_015-052-025,52,E3,208.02884823139235,G#3,False
keyboard_acoustic_010-056-100,56,G#3,116.7265901188767,A#2,False
keyboard_acoustic_011-044-075,44,G#2,131.00722680228318,C3,False
keyboard_acoustic_000-056-025,56,G#3,185.28395082732,F#3,False
keyboard_acoustic_014-052-050,52,E3,147.58457050569345,D3,False
keyboard_acoustic_001-052-025,52,E3,208.1885415679931,G#3,False
keyboard_acoustic_010-044-025,44,G#2,130.9401358066538,C3,False
keyboard_acoustic_015-054-127,54,F#3,104.18632307810833,G#2,False
keyboard_acoustic_002-050-075,50,D3,116.80720698737758,A#2,False
keyboard_acoustic_003-048-025,48,C3,207.9044184382435,G#3,False
keyboard_acoustic_019-052-050,52,E3,116.45127139793772,A#2,False
keyboard_acoustic_008-050-100,50,D3,104.08066163549647,G#2,False
keyboard_acoustic_003-052-100,52,E3,146.56456550771193,D3,False
keyboard_acoustic_000-052-050,52,E3,185.58449396416444,F#3,False
keyboard_acoustic_003-056-050,56,G#3,164.78306903443558,E3,False
keyboard_acoustic_014-046-050,46,A#2,500.0,B4,False
keyboard_acoustic_003-044-100,44,G#2,104.21599738079144,G#2,True
keyboard_acoustic_006-056-127,56,G#3,134.81434680199453,C#3,False
keyboard_acoustic_016-046-025,46,A#2,185.1506583240935,F#3,False
keyboard_acoustic_011-054-025,54,F#3,208.26858525685248,G#3,False
keyboard_acoustic_018-050-127,50,D3,164.54304163557458,E3,False
keyboard_acoustic_012-044-050,44,G#2,131.10416547136222,C3,False
keyboard_acoustic_019-052-127,52,E3,103.88679001707902,G#2,False
keyboard_acoustic_019-054-100,54,F#3,116.66254003619721,A#2,False
keyboard_acoustic_019-044-025,44,G#2,165.1305252024852,E3,False
keyboard_acoustic_005-054-050,54,F#3,147.11664724102855,D3,False
keyboard_acoustic_018-052-025,52,E3,207.81856314267816,G#3,False
keyboard_acoustic_009-044-025,44,G#2,116.60167278198895,A#2,False
keyboard_acoustic_019-044-075,44,G#2,103.84535796336712,G#2,True
keyboard_acoustic_000-050-025,50,D3,130.90593717920564,C3,False
keyboard_acoustic_005-046-025,46,A#2,116.82241203519706,A#2,True
keyboard_acoustic_000-044-050,44,G#2,185.30584465940677,F#3,False
keyboard_acoustic_007-052-025,52,E3,208.44293950749224,G#3,False
keyboard_acoustic_013-046-127,46,A#2,130.74944736693192,C3,False
keyboard_acoustic_007-046-075,46,A#2,146.1830803370051,D3,False
keyboard_acoustic_007-044-050,44,G#2,116.72647595909245,A#2,False
keyboard_acoustic_018-044-100,44,G#2,208.2514610179757,G#3,False
keyboard_acoustic_016-048-075,48,C3,103.70013028607248,G#2,False
keyboard_acoustic_009-048-025,48,C3,131.10993248781318,C3,True
keyboard_acoustic_014-050-100,50,D3,116.68346066901526,A#2,False
keyboard_acoustic_002-044-025,44,G#2,147.00373314318918,D3,False
keyboard_acoustic_017-046-075,46,A#2,185.36551624755737,F#3,False
keyboard_acoustic_015-048-025,48,C3,208.08706413516552,G#3,False
keyboard_acoustic_010-048-127,48,C3,98.48614301517007,G2,False
keyboard_acoustic_014-054-075,54,F#3,166.40704866472936,E3,False
keyboard_acoustic_003-050-127,50,D3,130.62343810483443,C3,False
keyboard_acoustic_012-056-100,56,G#3,104.02413932383918,G#2,False
keyboard_acoustic_018-056-050,56,G#3,232.640110344915,A#3,False
keyboard_acoustic_013-054-100,54,F#3,185.3704144610663,F#3,True
keyboard_acoustic_012-052-050,52,E3,147.35508249804857,D3,False
keyboard_acoustic_001-046-100,46,A#2,131.039836330958,C3,False
keyboard_acoustic_016-046-127,46,A#2,103.99006593254776,G#2,False
keyboard_acoustic_011-050-075,50,D3,147.0460624169997,D3,True
keyboard_acoustic_000-056-075,56,G#3,116.14145483476116,A#2,False
keyboard_acoustic_012-046-050,46,A#2,207.6500911696599,G#3,False
keyboard_acoustic_001-056-050,56,G#3,146.52207703700498,D3,False
keyboard_acoustic_009-050-025,50,D3,146.91698210992178,D3,True
keyboard_acoustic_019-056-100,56,G#3,208.210430747498,G#3,True
keyboard_acoustic_006-050-075,50,D3,165.5276369620429,E3,False
keyboard_acoustic_017-050-050,50,D3,116.75344913366001,A#2,False
keyboard_acoustic_003-054-050,54,F#3,164.61246662580385,E3,False
keyboard_acoustic_001-052-050,52,E3,130.81961325941484,C3,False
keyboard_acoustic_002-046-127,46,A#2,104.19874382973094,G#2,False
keyboard_acoustic_017-054-050,54,F#3,185.30890245218848,F#3,True
keyboard_acoustic_009-050-127,50,D3,116.5068436834057,A#2,False
keyboard_acoustic_017-050-100,50,D3,82.17686492487701,E2,False
keyboard_acoustic_008-050-127,50,D3,207.87069745622557,G#3,False
keyboard_acoustic_005-052-075,52,E3,185.3195155395642,F#3,False
keyboard_acoustic_006-044-100,44,G#2,208.28191943746222,G#3,False
keyboard_acoustic_013-052-025,52,E3,164.88995853267016,E3,True
keyboard_acoustic_018-044-075,44,G#2,130.9026502734103,C3,False
keyboard_acoustic_019-046-075,46,A#2,104.2182955228393,G#2,False
keyboard_acoustic_000-046-025,46,A#2,116.87888715085813,A#2,True
keyboard_acoustic_010-046-100,46,A#2,146.8569552444608,D3,False
keyboard_acoustic_000-054-100,54,F#3,103.58951033154942,G#2,False
keyboard_acoustic_017-054-127,54,F#3,146.79825775615274,D3,False
keyboard_acoustic_017-050-025,50,D3,185.22214091885235,F#3,False
keyboard_acoustic_006-052-025,52,E3,146.18308512020008,D3,False
keyboard_acoustic_016-056-075,56,G#3,207.8209234370978,G#3,True
keyboard_acoustic_002-050-025,50,D3,131.05590443241363,C3,False
keyboard_acoustic_007-052-127,52,E3,103.9361857800022,G#2,False
keyboard_acoustic_010-048-050,48,C3,116.24836277321661,A#2,False
keyboard_acoustic_006-048-075,48,C3,189.84017319011443,F#3,False
keyboard_acoustic_009-056-050,56,G#3,107.06384950593221,A2,False
keyboard_acoustic_005-052-025,52,E3,130.8528490534753,C3,False
keyboard_acoustic_005-052-100,52,E3,130.94900959269336,C3,False
keyboard_acoustic_006-044-050,44,G#2,104.19490312262192,G#2,True
keyboard_acoustic_000-044-025,44,G#2,130.9401358066538,C3,False
keyboard_acoustic_015-056-075,56,G#3,147.92489437140347,D3,False
keyboard_acoustic_008-046-100,46,A#2,185.29883167078248,F#3,False
keyboard_acoustic_016-054-025,54,F#3,164.97868698071898,E3,False
keyboard_acoustic_007-052-050,52,E3,98.48614301517007,G2,False
keyboard_acoustic_013-050-050,50,D3,185.4449910296927,F#3,False
keyboard_acoustic_010-050-075,50,D3,146.96395149486926,D3,True
keyboard_acoustic_014-056-100,56,G#3,104.37036514871363,G#2,False
keyboard_acoustic_006-052-075,52,E3,146.6794351927553,D3,False
keyboard_acoustic_016-054-050,54,F#3,208.00457602533044,G#3,False
keyboard_acoustic_019-054-127,54,F#3,116.62837345401802,A#2,False
keyboard_acoustic_003-050-050,50,D3,116.53228009655189,A#2,False
keyboard_acoustic_011-050-100,50,D3,146.1830821727396,D3,True
keyboard_acoustic_007-056-075,56,G#3,164.57473739162367,E3,False
keyboard_acoustic_017-048-025,48,C3,208.0904229259965,G#3,False
keyboard_acoustic_002-050-127,50,D3,207.47399953741575,G#3,False
keyboard_acoustic_014-052-100,52,E3,116.43241678948124,A#2,False
keyboard_acoustic_007-050-050,50,D3,130.87337606931092,C3,False
keyboard_acoustic_014-048-025,48,C3,165.08084067528293,E3,False
keyboard_acoustic_006-054-100,54,F#3,185.0665642027851,F#3,True
keyboard_acoustic_012-050-075,50,D3,103.78475083951906,G#2,False
keyboard_acoustic_019-048-127,48,C3,130.76921020596234,C3,True
keyboard_acoustic_003-044-050,44,G#2,147.21001755416017,D3,False
keyboard_acoustic_008-052-025,52,E3,208.15704316220942,G#3,False
keyboard_acoustic_009-054-025,54,F#3,116.79119891410292,A#2,False
keyboard_acoustic_012-054-100,54,F#3,164.76165203636918,E3,False
keyboard_acoustic_011-054-050,54,F#3,131.1089718813549,C3,False
keyboard_acoustic_017-054-025,54,F#3,103.74546715741319,G#2,False
keyboard_acoustic_008-046-025,46,A#2,185.11903909944294,F#3,False
keyboard_acoustic_002-052-050,52,E3,185.3197074804731,F#3,False
keyboard_acoustic_001-050-025,50,D3,147.03648103677864,D3,True
keyboard_acoustic_016-052-025,52,E3,165.26174837139519,E3,True
keyboard_acoustic_005-048-127,48,C3,131.03965662403198,C3,True
keyboard_acoustic_008-052-075,52,E3,103.72412241260409,G#2,False
keyboard_acoustic_014-054-100,54,F#3,65.58674964350077,C2,False
keyboard_acoustic_010-044-127,44,G#2,116.50362594731845,A#2,False
keyboard_acoustic_016-050-025,50,D3,207.94362979615642,G#3,False
keyboard_acoustic_005-044-075,44,G#2,147.13352145816117,D3,False
keyboard_acoustic_013-052-050,52,E3,116.80720748512016,A#2,False
keyboard_acoustic_002-054-075,54,F#3,208.1885443137954,G#3,False
keyboard_acoustic_012-052-127,52,E3,146.7022574735462,D3,False
keyboard_acoustic_013-044-127,44,G#2,104.25328504589191,G#2,True
keyboard_acoustic_008-054-025,54,F#3,131.17058061160427,C3,False
keyboard_acoustic_013-044-050,44,G#2,116.72986854194184,A#2,False
keyboard_acoustic_020-052-127,52,E3,147.27587369600394,D3,False
keyboard_acoustic_018-048-050,48,C3,185.6062006761634,F#3,False
